254.0000,221.8667,138.0000,70.1630
255.6667,220.9185,135.6667,69.6889
254.3333,220.9185,136.6667,69.6889
255.3333,220.9185,135.3333,69.6889
253.6667,220.9185,136.3333,69.6889
254.6667,220.9185,135.3333,69.2148
253.6667,220.9185,136.0000,69.2148
254.3333,220.9185,135.3333,69.2148
253.6667,220.9185,135.6667,69.2148
254.6667,220.9185,135.0000,69.2148
254.0000,221.3926,135.3333,69.2148
255.0000,221.3926,134.3333,68.7407
254.6667,221.3926,134.6667,68.7407
256.0000,221.3926,133.6667,68.7407
256.0000,221.3926,134.6667,68.7407
257.3333,221.3926,133.3333,68.2667
257.0000,221.3926,133.3333,68.2667
257.6667,221.3926,133.3333,68.7407
257.0000,220.9185,133.6667,68.7407
257.0000,220.4444,134.0000,68.7407
256.3333,220.4444,134.0000,69.2148
256.6667,220.4444,134.3333,69.2148
256.0000,219.9704,135.0000,69.6889
255.6667,219.9704,134.6667,69.6889
256.6667,219.9704,134.0000,69.6889
254.6667,220.4444,135.6667,69.6889
256.0000,220.4444,134.0000,69.2148
254.6667,219.9704,135.6667,69.6889
255.3333,220.4444,134.3333,69.2148
255.3333,220.9185,133.0000,69.2148
255.6667,221.3926,133.0000,68.7407
255.6667,221.3926,133.0000,68.7407
256.0000,221.8667,132.0000,68.7407
256.6667,221.8667,132.0000,68.7407
256.6667,222.3407,131.6667,68.7407
257.3333,222.3407,131.0000,68.2667
257.0000,222.3407,132.6667,68.7407
257.6667,221.8667,132.0000,68.7407
257.6667,222.3407,131.3333,68.7407
258.0000,222.3407,132.0000,69.2148
257.3333,222.3407,133.0000,69.2148
257.3333,222.3407,133.3333,69.2148
256.0000,221.3926,134.6667,69.6889
257.0000,222.3407,133.6667,69.2148
256.0000,222.3407,135.3333,69.6889
257.0000,222.3407,134.0000,69.6889
257.3333,222.3407,134.3333,69.6889
256.6667,221.8667,135.3333,70.1630
257.3333,221.8667,135.0000,70.1630
257.0000,221.3926,135.0000,70.6370
257.3333,221.3926,135.0000,70.6370
256.6667,221.8667,135.6667,70.6370
256.6667,221.8667,135.3333,71.1111
255.6667,221.3926,136.3333,71.1111
256.0000,221.3926,135.6667,71.1111
256.0000,220.9185,136.0000,71.5852
255.3333,220.9185,137.0000,71.5852
255.0000,220.9185,137.3333,72.0593
255.3333,220.9185,136.3333,71.5852
255.3333,220.9185,136.0000,71.5852
255.6667,220.9185,136.0000,71.5852
255.6667,220.9185,136.0000,71.5852
256.0000,220.9185,135.6667,71.5852
255.6667,220.4444,135.6667,71.5852
256.3333,220.4444,134.6667,71.1111
256.0000,219.9704,134.6667,71.5852
256.3333,219.9704,134.0000,71.1111
255.6667,219.9704,134.3333,71.1111
256.6667,219.9704,133.6667,70.6370
256.6667,220.4444,134.0000,70.6370
256.6667,219.9704,133.6667,70.6370
256.3333,219.9704,133.3333,70.6370
256.3333,219.9704,132.3333,70.1630
256.6667,219.9704,131.6667,70.1630
256.0000,219.9704,131.6667,70.1630
256.6667,219.9704,132.0000,70.6370
256.3333,220.4444,132.6667,70.6370
256.6667,220.4444,132.6667,71.1111
256.3333,220.4444,133.3333,71.1111
257.3333,220.4444,133.0000,71.5852
257.0000,220.4444,134.3333,71.1111
257.0000,220.4444,135.3333,71.1111
256.6667,219.9704,135.6667,71.5852
257.3333,220.4444,134.6667,71.5852
258.0000,219.9704,134.3333,71.5852
255.3333,219.9704,137.3333,72.5333
257.6667,219.9704,134.3333,72.5333
255.3333,219.4963,136.6667,72.5333
256.6667,219.9704,135.6667,72.5333
257.6667,219.9704,134.0000,72.0593
256.3333,219.9704,135.0000,72.0593
257.3333,220.4444,133.6667,72.0593
256.0000,219.9704,135.6667,72.0593
255.6667,219.9704,139.0000,72.0593
256.6667,220.4444,135.3333,72.0593
255.6667,219.9704,134.6667,72.0593
256.6667,220.4444,133.6667,71.1111
256.3333,220.9185,133.3333,71.1111
257.6667,220.4444,131.0000,71.5852
258.0000,220.9185,130.6667,71.5852
258.3333,220.4444,130.3333,71.5852
258.6667,220.4444,130.6667,71.5852
258.6667,220.9185,130.3333,71.5852
258.6667,220.9185,131.0000,71.5852
258.0000,220.4444,134.6667,71.5852
258.3333,220.9185,132.0000,71.5852
258.6667,220.4444,133.3333,72.5333
258.6667,220.9185,133.6667,72.5333
259.0000,220.9185,132.6667,72.0593
259.0000,220.9185,132.3333,72.0593
259.3333,220.9185,132.6667,72.0593
259.6667,220.9185,132.3333,72.5333
259.3333,220.9185,135.3333,72.5333
260.3333,220.4444,133.3333,72.5333
260.0000,220.4444,133.3333,72.5333
260.0000,219.9704,135.0000,73.4815
260.6667,219.9704,133.6667,73.4815
259.6667,219.9704,136.6667,73.0074
259.0000,219.9704,135.6667,73.4815
258.6667,219.4963,136.6667,73.4815
258.6667,219.4963,134.0000,73.9556
258.0000,219.0222,134.6667,74.4296
257.6667,219.0222,135.3333,74.9037
257.0000,219.0222,135.3333,74.9037
257.0000,219.0222,136.0000,74.9037
256.3333,218.5481,138.3333,75.3778
255.3333,219.0222,138.3333,74.9037
255.3333,218.0741,136.6667,75.8519
255.0000,218.0741,137.3333,75.8519
254.6667,217.6000,137.3333,76.3259
254.0000,218.0741,138.3333,76.3259
253.6667,217.6000,139.3333,76.3259
253.3333,217.6000,138.6667,76.8000
253.3333,218.0741,138.6667,76.8000
253.6667,218.0741,137.6667,76.8000
253.6667,218.0741,137.3333,76.3259
253.3333,217.6000,137.3333,76.3259
254.0000,217.6000,137.0000,76.3259
254.0000,218.0741,137.3333,75.3778
254.3333,218.0741,137.0000,75.3778
254.6667,218.0741,136.3333,75.3778
254.6667,218.0741,136.3333,74.9037
255.6667,218.0741,135.3333,74.9037
256.3333,217.6000,134.0000,74.9037
256.3333,218.0741,134.0000,74.9037
256.3333,218.0741,133.6667,74.9037
256.0000,217.6000,134.0000,74.9037
255.6667,217.6000,134.0000,74.9037
255.3333,217.6000,134.3333,74.9037
255.3333,217.1259,133.6667,75.3778
255.0000,217.1259,134.0000,75.8519
255.3333,217.1259,133.6667,75.8519
255.0000,217.1259,134.0000,75.8519
254.6667,217.1259,134.6667,76.8000
254.3333,217.1259,135.0000,76.3259
254.0000,217.1259,134.3333,77.7481
254.0000,217.1259,136.6667,77.2741
254.0000,217.6000,136.0000,77.7481
254.6667,217.6000,136.0000,77.7481
254.0000,218.0741,136.3333,77.7481
255.0000,218.0741,136.0000,77.7481
254.6667,218.0741,136.0000,77.7481
255.3333,218.0741,136.0000,77.2741
255.6667,218.0741,136.0000,76.8000
256.3333,218.0741,134.6667,77.2741
256.6667,218.0741,134.0000,76.8000
258.6667,218.0741,134.3333,75.8519
258.6667,217.6000,133.3333,76.8000
258.0000,218.0741,137.3333,75.8519
258.6667,217.6000,134.3333,75.3778
259.0000,217.6000,133.0000,75.8519
258.6667,217.6000,134.0000,75.8519
258.0000,217.6000,134.3333,76.3259
257.6667,217.6000,134.3333,76.3259
257.3333,217.6000,135.0000,75.8519
257.0000,217.1259,134.6667,75.8519
257.3333,217.6000,133.3333,75.3778
257.0000,217.6000,132.3333,75.3778
256.6667,218.0741,132.6667,74.9037
256.0000,218.0741,133.6667,74.4296
256.6667,218.0741,133.3333,75.3778
256.3333,218.0741,134.6667,75.3778
256.0000,218.5481,134.0000,75.3778
255.3333,218.5481,134.6667,75.3778
255.0000,218.5481,135.3333,76.3259
254.3333,219.0222,136.0000,75.8519
254.3333,218.5481,136.0000,76.3259
254.0000,218.5481,136.3333,76.3259
254.3333,218.5481,137.0000,76.8000
254.0000,218.5481,137.6667,76.8000
254.3333,218.0741,137.6667,76.8000
254.0000,217.6000,138.6667,77.2741
253.6667,217.1259,138.6667,77.2741
253.6667,216.6519,139.0000,77.7481
253.6667,216.6519,139.3333,77.7481
253.0000,216.1778,140.0000,77.7481
253.6667,216.1778,139.0000,77.7481
253.6667,216.1778,139.6667,77.7481
253.6667,216.1778,139.0000,77.7481
254.0000,216.1778,138.3333,77.7481
253.6667,216.6519,138.3333,77.2741
254.3333,217.1259,137.0000,76.8000
254.6667,217.1259,137.0000,77.2741
254.3333,217.6000,137.3333,76.8000
254.3333,217.1259,136.6667,77.2741
254.0000,218.0741,138.0000,76.8000
254.6667,218.5481,136.6667,76.3259
255.3333,218.5481,135.6667,76.3259
255.6667,218.5481,136.3333,76.3259
255.3333,219.0222,135.6667,75.8519
255.3333,219.0222,136.0000,76.3259
255.0000,219.0222,135.6667,76.3259
255.0000,219.0222,136.6667,76.8000
255.3333,219.0222,137.0000,76.3259
255.0000,218.5481,137.3333,76.3259
255.0000,218.5481,137.0000,76.8000
254.6667,218.5481,138.0000,76.8000
255.0000,218.5481,137.6667,76.8000
255.0000,217.6000,137.6667,78.2222
254.6667,218.0741,138.6667,78.2222
254.3333,218.0741,139.3333,78.2222
254.0000,218.0741,139.3333,78.2222
253.3333,218.0741,139.6667,78.6963
253.0000,217.6000,140.3333,78.6963
253.3333,217.1259,140.3333,78.6963
253.3333,217.6000,140.0000,78.2222
253.3333,217.6000,140.6667,77.7481
253.6667,218.0741,141.0000,76.8000
253.3333,218.0741,140.6667,76.8000
253.0000,218.0741,139.6667,76.8000
253.3333,218.5481,139.3333,76.8000
253.3333,218.5481,139.0000,76.8000
253.6667,218.5481,138.0000,77.2741
253.6667,219.0222,137.6667,76.8000
254.0000,218.5481,137.6667,77.2741
254.0000,219.0222,137.3333,77.2741
254.3333,219.0222,136.6667,76.8000
254.0000,219.0222,136.3333,76.3259
253.6667,219.0222,135.6667,76.3259
253.6667,219.4963,135.6667,75.8519
253.6667,219.4963,135.6667,76.3259
254.0000,218.5481,135.3333,76.8000
254.0000,218.5481,135.6667,75.8519
254.0000,218.5481,135.6667,75.8519
254.3333,218.5481,135.3333,76.8000
254.3333,218.0741,134.0000,76.8000
255.0000,218.0741,133.6667,75.8519
255.3333,218.0741,133.6667,76.3259
254.6667,218.0741,133.6667,76.8000
255.3333,218.5481,132.3333,77.2741
254.6667,219.0222,132.3333,76.8000
255.0000,218.5481,132.0000,76.3259
254.6667,218.5481,132.3333,76.3259
254.3333,218.5481,132.6667,75.3778
254.6667,219.0222,133.6667,75.3778
254.0000,219.0222,134.0000,76.3259
